epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,739.427,1.42365,2.4973,1.84255,2.01898,0.48771,0.50194,0.52918,0.25721,0.463,0.44431,0.46459,0.23849,1.4247,3.24293,2.19417,2.2099,0.00101531,0.00101531,0.00101531
89,747.837,1.41458,2.43801,1.81174,2.02062,0.41863,0.55882,0.45701,0.25699,0.40909,0.54412,0.41173,0.22914,1.489,2.92734,2.13104,2.31012,0.00101421,0.00101421,0.00101421
90,756.214,1.41568,2.39192,1.76727,2.00908,0.63354,0.592,0.54368,0.26319,0.56185,0.51318,0.44034,0.24563,1.96691,3.43809,2.73799,3.00724,0.00101311,0.00101311,0.00101311
91,764.506,1.45004,2.45609,1.82367,2.03769,0.64348,0.52941,0.61059,0.31064,0.61048,0.47893,0.52251,0.27908,1.56081,3.10013,2.21068,2.34547,0.00101201,0.00101201,0.00101201
92,772.805,1.32222,2.21689,1.74884,1.9032,0.61476,0.42463,0.55575,0.32096,0.53666,0.39517,0.48928,0.26597,1.61027,3.3629,2.24642,2.37981,0.00101091,0.00101091,0.00101091
93,780.955,1.33272,2.24323,1.70676,1.9397,0.51136,0.54598,0.55034,0.29724,0.4577,0.42279,0.50173,0.2564,1.53398,3.59409,2.07173,2.31372,0.00100981,0.00100981,0.00100981
94,789.147,1.35587,2.28918,1.67922,1.92921,0.50354,0.53162,0.53685,0.29301,0.42905,0.46691,0.42167,0.24294,1.7564,3.50286,2.06182,2.46293,0.00100871,0.00100871,0.00100871
95,797.402,1.35506,2.32348,1.71839,1.9638,0.60251,0.5715,0.68554,0.42699,0.51763,0.49752,0.58428,0.33888,1.41082,3.44641,1.73424,2.17436,0.00100761,0.00100761,0.00100761
96,805.777,1.34159,2.27902,1.7221,1.92434,0.71964,0.62408,0.71642,0.45548,0.65412,0.5244,0.60428,0.35524,1.31056,3.36861,1.73261,2.03702,0.00100651,0.00100651,0.00100651
97,813.994,1.38462,2.26687,1.76291,1.98321,0.60877,0.59007,0.66534,0.37867,0.59861,0.58371,0.57655,0.28891,1.34498,3.08923,1.7767,2.02081,0.00100541,0.00100541,0.00100541
98,822.216,1.32105,2.21599,1.68791,1.89624,0.53977,0.54412,0.56934,0.33743,0.63943,0.41287,0.50294,0.28658,1.48915,3.05919,2.10811,2.22083,0.00100431,0.00100431,0.00100431
99,830.504,1.28156,2.21391,1.62353,1.86939,0.55032,0.5,0.56642,0.32084,0.58485,0.49919,0.53151,0.3214,1.61155,2.82652,2.0735,2.36712,0.00100321,0.00100321,0.00100321
100,838.922,1.29745,2.13329,1.65959,1.89662,0.81921,0.55425,0.62263,0.37471,0.70911,0.48346,0.53019,0.33979,1.6994,3.17588,1.95225,2.37644,0.00100211,0.00100211,0.00100211
